date,stock_id,country,revenue,revenue_month,revenue_year,ym,revenue_mom,revenue_yoy
2025-07-01,2239,Taiwan,1557115000,6,2025,2025-06,0.10309140318165588,-0.09120648166467937
2025-08-01,2239,Taiwan,1670834000,7,2025,2025-07,0.07303185699193704,-0.11632740704385058
2025-09-01,2239,Taiwan,1475293000,8,2025,2025-08,-0.11703197325407555,-0.02431970562131547
2023-08-01,2241,Taiwan,76511000,7,2023,2023-07,,
2023-09-01,2241,Taiwan,80124000,8,2023,2023-08,0.047221968083020815,
2023-10-01,2241,Taiwan,88751000,9,2023,2023-09,0.1076706105536418,
2023-11-01,2241,Taiwan,93337000,10,2023,2023-10,0.05167265720949632,
2023-12-01,2241,Taiwan,94300000,11,2023,2023-11,0.01031745181439292,
2024-01-01,2241,Taiwan,64110000,12,2023,2023-12,-0.3201484623541888,
2024-02-01,2241,Taiwan,60409000,1,2024,2024-01,-0.057728903447200164,
2024-03-01,2241,Taiwan,60513000,2,2024,2024-02,0.001721597775165895,
2024-04-01,2241,Taiwan,64125000,3,2024,2024-03,0.059689653462892345,
2024-05-01,2241,Taiwan,54118000,4,2024,2024-04,-0.1560545808966861,
2024-06-01,2241,Taiwan,58812000,5,2024,2024-05,0.08673639084962481,
2024-07-01,2241,Taiwan,56278000,6,2024,2024-06,-0.0430864449432089,
2024-08-01,2241,Taiwan,52475000,7,2024,2024-07,-0.06757525143039911,-0.3141509064056148
2024-09-01,2241,Taiwan,62929000,8,2024,2024-08,0.19921867555979045,-0.2146048624631821
2024-10-01,2241,Taiwan,53707000,9,2024,2024-09,-0.14654610751799646,-0.39485752273213826
2024-11-01,2241,Taiwan,53247000,10,2024,2024-10,-0.008564991528106192,-0.42951884033127274
2024-12-01,2241,Taiwan,55393000,11,2024,2024-11,0.040302740060472964,-0.4125874867444327
2025-01-01,2241,Taiwan,60905000,12,2024,2024-12,0.09950715794414466,-0.04999220090469503
2025-02-01,2241,Taiwan,55417000,1,2025,2025-01,-0.09010754453657333,-0.08263669320796574
2025-03-01,2241,Taiwan,53274000,2,2025,2025-02,-0.03867044408755438,-0.11962718754647761
2025-04-01,2241,Taiwan,67097000,3,2025,2025-03,0.2594699102751812,0.0463469785575048
2025-05-01,2241,Taiwan,57648000,4,2025,2025-04,-0.14082596837414485,0.06522783547063815
2025-06-01,2241,Taiwan,44333000,5,2025,2025-05,-0.23097071884540665,-0.24619125348568316
2025-07-01,2241,Taiwan,42820000,6,2025,2025-06,-0.03412807615094848,-0.23913429759408655
2025-08-01,2241,Taiwan,56352000,7,2025,2025-07,0.31602055114432503,0.07388280133396852
2025-09-01,2241,Taiwan,59161000,8,2025,2025-08,0.04984738784781384,-0.0598770042428769
2023-08-01,2301,Taiwan,12567821000,7,2023,2023-07,,
2023-09-01,2301,Taiwan,13289503000,8,2023,2023-08,0.057423001171006405,
2023-10-01,2301,Taiwan,14100034000,9,2023,2023-09,0.060990316944132594,
2023-11-01,2301,Taiwan,12238842000,10,2023,2023-10,-0.13199911432837674,
2023-12-01,2301,Taiwan,12347799000,11,2023,2023-11,0.00890255793807948,
2024-01-01,2301,Taiwan,12324469000,12,2023,2023-12,-0.0018894055531678555,
2024-02-01,2301,Taiwan,9908418000,1,2024,2024-01,-0.1960369245928567,
2024-03-01,2301,Taiwan,8081408000,2,2024,2024-02,-0.18438967754489166,
2024-04-01,2301,Taiwan,10785248000,3,2024,2024-03,0.33457536112519004,
2024-05-01,2301,Taiwan,10595027000,4,2024,2024-04,-0.017637146591344077,
2024-06-01,2301,Taiwan,10952517000,5,2024,2024-05,0.03374130146152532,
2024-07-01,2301,Taiwan,11735967000,6,2024,2024-06,0.07153150275868092,
2024-08-01,2301,Taiwan,12865638000,7,2024,2024-07,0.0962571725022745,0.023696788806906177
2024-09-01,2301,Taiwan,12053795000,8,2024,2024-08,-0.0631016510801874,-0.09298376320017387
2024-10-01,2301,Taiwan,11850060000,9,2024,2024-09,-0.01690214575575577,-0.15957223932935194
2024-11-01,2301,Taiwan,12396253000,10,2024,2024-10,0.046092002909689844,0.012861592624531015
2024-12-01,2301,Taiwan,12512519000,11,2024,2024-11,0.009379124482212564,0.013340029263514852
2025-01-01,2301,Taiwan,13387348000,12,2024,2024-12,0.06991629742979821,0.08624136260961834
2025-02-01,2301,Taiwan,12147361000,1,2025,2025-01,-0.09262379673703858,0.22596372094919692
2025-03-01,2301,Taiwan,10916888000,2,2025,2025-02,-0.10129549949161798,0.35086460181196144
2025-04-01,2301,Taiwan,13352871000,3,2025,2025-03,0.22313895681626494,0.23806805369704986
2025-05-01,2301,Taiwan,13408177000,4,2025,2025-04,0.00414188079851896,0.26551607655176346
2025-06-01,2301,Taiwan,13394635000,5,2025,2025-05,-0.001009980700582891,0.22297322158915622
2025-07-01,2301,Taiwan,13619675000,6,2025,2025-06,0.016800756422254093,0.160507267956701
2025-08-01,2301,Taiwan,13811634000,7,2025,2025-07,0.014094242336913254,0.07352888368225496
2025-09-01,2301,Taiwan,15648789000,8,2025,2025-08,0.13301503645405033,0.29824582216637996
2023-08-01,2317,Taiwan,469234396000,7,2023,2023-07,,
2023-09-01,2317,Taiwan,412838898000,8,2023,2023-08,-0.12018619794444907,
2023-10-01,2317,Taiwan,660740414000,9,2023,2023-09,0.6004800351928079,
2023-11-01,2317,Taiwan,741200306000,10,2023,2023-10,0.12177231828897939,
2023-12-01,2317,Taiwan,650021114000,11,2023,2023-11,-0.1230155887172556,
2024-01-01,2317,Taiwan,460124625000,12,2023,2023-12,-0.2921389550432357,
2024-02-01,2317,Taiwan,522141475000,1,2024,2024-01,0.1347827232676364,
2024-03-01,2317,Taiwan,352480676000,2,2024,2024-02,-0.3249326229064642,
2024-04-01,2317,Taiwan,447540564000,3,2024,2024-03,0.2696882254050148,
2024-05-01,2317,Taiwan,510896397000,4,2024,2024-04,0.1415644482228431,
2024-06-01,2317,Taiwan,550157241000,5,2024,2024-05,0.07684697764662451,
2024-07-01,2317,Taiwan,490725274000,6,2024,2024-06,-0.10802723761659982,
2024-08-01,2317,Taiwan,572351867000,7,2024,2024-07,0.16633867731051488,0.21975684621380576
2024-09-01,2317,Taiwan,548311941000,8,2024,2024-08,-0.04200200503582874,0.3281498997703458
2024-10-01,2317,Taiwan,733023957000,9,2024,2024-09,0.33687396204271236,0.10939779294323593
2024-11-01,2317,Taiwan,804847646000,10,2024,2024-10,0.09798273073358765,0.08587063373392612
2024-12-01,2317,Taiwan,672585341000,11,2024,2024-11,-0.16433210143227528,0.03471306779736394
2025-01-01,2317,Taiwan,654825418000,12,2024,2024-12,-0.026405456553059148,0.4231479525791517
2025-02-01,2317,Taiwan,538665759000,1,2025,2025-01,-0.17739027198238666,0.031647139312195094
2025-03-01,2317,Taiwan,551382882000,2,2025,2025-02,0.023608560201800355,0.5642925117404167
2025-04-01,2317,Taiwan,552124573000,3,2025,2025-03,0.0013451469463645616,0.23368610001572954
2025-05-01,2317,Taiwan,641365597000,4,2025,2025-04,0.1616320453101805,0.25537310649697154
2025-06-01,2317,Taiwan,615744933000,5,2025,2025-05,-0.03994705066788917,0.11921626602747915
2025-07-01,2317,Taiwan,540236697000,6,2025,2025-06,-0.12262908219498092,0.10089438148645269
2025-08-01,2317,Taiwan,613864601000,7,2025,2025-07,0.1362882314527405,0.07253009275149269
2025-09-01,2317,Taiwan,606512275000,8,2025,2025-08,-0.011977113500310832,0.10614456780542736
2023-08-01,2331,Taiwan,1617835000,7,2023,2023-07,,
2023-09-01,2331,Taiwan,1381629000,8,2023,2023-08,-0.1460012918499105,
2023-10-01,2331,Taiwan,1452628000,9,2023,2023-09,0.051387890671084735,
2023-11-01,2331,Taiwan,1263903000,10,2023,2023-10,-0.12991970414999576,
2023-12-01,2331,Taiwan,1442878000,11,2023,2023-11,0.14160501240997125,
2024-01-01,2331,Taiwan,1621736000,12,2023,2023-12,0.12395919821357038,
2024-02-01,2331,Taiwan,1122861000,1,2024,2024-01,-0.30761788601843953,
2024-03-01,2331,Taiwan,928620000,2,2024,2024-02,-0.17298757370680784,
2024-04-01,2331,Taiwan,1407703000,3,2024,2024-03,0.5159085524757168,
2024-05-01,2331,Taiwan,1392240000,4,2024,2024-04,-0.010984561374096646,
2024-06-01,2331,Taiwan,1747528000,5,2024,2024-05,0.2551916336263862,
2024-07-01,2331,Taiwan,1850924000,6,2024,2024-06,0.05916700619389226,
2024-08-01,2331,Taiwan,1719777000,7,2024,2024-07,-0.07085488112964122,0.06301137013354263
2024-09-01,2331,Taiwan,1558009000,8,2024,2024-08,-0.09406335821446621,0.12766089883753162
2024-10-01,2331,Taiwan,1459533000,9,2024,2024-09,-0.06320631010475553,0.004753453740393265
2024-11-01,2331,Taiwan,1234601000,10,2024,2024-10,-0.15411230852608337,-0.023183741157351445
2024-12-01,2331,Taiwan,1302994000,11,2024,2024-11,0.055396844810590595,-0.09694790550552435
2025-01-01,2331,Taiwan,1770915000,12,2024,2024-12,0.35911216782272204,0.09198722850081631
2025-02-01,2331,Taiwan,1306652000,1,2025,2025-01,-0.26215995685846016,0.16368098989990743
2025-03-01,2331,Taiwan,860263000,2,2025,2025-02,-0.3416280692946554,-0.07361138032779824
2025-04-01,2331,Taiwan,1387561000,3,2025,2025-03,0.6129497607127123,-0.014308415908753425
2025-05-01,2331,Taiwan,1703170000,4,2025,2025-04,0.22745594608092912,0.22333074757225768
2025-06-01,2331,Taiwan,1868400000,5,2025,2025-05,0.0970132165315265,0.06916741820445793
2025-07-01,2331,Taiwan,1803301000,6,2025,2025-06,-0.03484211089702416,-0.025729311414190992
2025-08-01,2331,Taiwan,1795537000,7,2025,2025-07,-0.004305437639085197,0.044052223049849015
2025-09-01,2331,Taiwan,1915668000,8,2025,2025-08,0.06690533249941377,0.22956157506150476
2023-08-01,2344,Taiwan,6314838000,7,2023,2023-07,,
2023-09-01,2344,Taiwan,6424643000,8,2023,2023-08,0.01738841123081869,
2023-10-01,2344,Taiwan,6766334000,9,2023,2023-09,0.053184433749859705,
2023-11-01,2344,Taiwan,6297972000,10,2023,2023-10,-0.06921946211936925,
2023-12-01,2344,Taiwan,6368389000,11,2023,2023-11,0.011180900772502556,
2024-01-01,2344,Taiwan,6507308000,12,2023,2023-12,0.021813837063031194,
2024-02-01,2344,Taiwan,6402586000,1,2024,2024-01,-0.016092983457982935,
2024-03-01,2344,Taiwan,6207435000,2,2024,2024-02,-0.030480027913721064,
2024-04-01,2344,Taiwan,7511330000,3,2024,2024-03,0.21005375005940463,
2024-05-01,2344,Taiwan,6981267000,4,2024,2024-04,-0.07056846124454652,
2024-06-01,2344,Taiwan,7125163000,5,2024,2024-05,0.020611731366240615,
2024-07-01,2344,Taiwan,7377553000,6,2024,2024-06,0.03542234753085638,
2024-08-01,2344,Taiwan,7083403000,7,2024,2024-07,-0.039870943658419034,0.1217077936124411
2024-09-01,2344,Taiwan,6997545000,8,2024,2024-08,-0.012121010198064441,0.08917258126249195
2024-10-01,2344,Taiwan,7231483000,9,2024,2024-09,0.033431439169022914,0.06874461118827413
2024-11-01,2344,Taiwan,6097945000,10,2024,2024-10,-0.15675042034946363,-0.03176054132981221
2024-12-01,2344,Taiwan,6221805000,11,2024,2024-11,0.02031176076530694,-0.023017438162147408
2025-01-01,2344,Taiwan,6372253000,12,2024,2024-12,0.0241807642637466,-0.02075435802331782
2025-02-01,2344,Taiwan,6066312000,1,2025,2025-01,-0.048011433318796315,-0.05252159049484073
2025-03-01,2344,Taiwan,6353503000,2,2025,2025-02,0.04734194350702703,0.023531136451690582
2025-04-01,2344,Taiwan,7572802000,3,2025,2025-03,0.19190972287256347,0.008183903516421287
2025-05-01,2344,Taiwan,6819077000,4,2025,2025-04,-0.09953053044302496,-0.023232172612793645
2025-06-01,2344,Taiwan,7093516000,5,2025,2025-05,0.0402457693321252,-0.0044415825995840486
2025-07-01,2344,Taiwan,7105364000,6,2025,2025-06,0.0016702577396032758,-0.036894211400446686
2025-08-01,2344,Taiwan,6837785000,7,2025,2025-07,-0.03765873219162308,-0.03467514131272775
2025-09-01,2344,Taiwan,7012528000,8,2025,2025-08,0.025555497869558685,0.00214117951367232
2023-08-01,2356,Taiwan,41832938000,7,2023,2023-07,,
2023-09-01,2356,Taiwan,46478885000,8,2023,2023-08,0.1110595435587145,
2023-10-01,2356,Taiwan,47528852000,9,2023,2023-09,0.02259019337490553,
2023-11-01,2356,Taiwan,40401753000,10,2023,2023-10,-0.1499531063784162,
2023-12-01,2356,Taiwan,44140199000,11,2023,2023-11,0.09253177702462567,
2024-01-01,2356,Taiwan,43528473000,12,2023,2023-12,-0.013858705077428368,
2024-02-01,2356,Taiwan,44128871000,1,2024,2024-01,0.013793224494688783,
2024-03-01,2356,Taiwan,36650855000,2,2024,2024-02,-0.1694585841545776,
2024-04-01,2356,Taiwan,49726239000,3,2024,2024-03,0.35675522440063134,
2024-05-01,2356,Taiwan,51048144000,4,2024,2024-04,0.026583651339487036,
2024-06-01,2356,Taiwan,52180289000,5,2024,2024-05,0.022177985550267953,
2024-07-01,2356,Taiwan,50930365000,6,2024,2024-06,-0.023953949354324156,
2024-08-01,2356,Taiwan,55533420000,7,2024,2024-07,0.0903793836937945,0.32750465673723417
2024-09-01,2356,Taiwan,52028078000,8,2024,2024-08,-0.06312130605318378,0.11939169797210059
2024-10-01,2356,Taiwan,56253892000,9,2024,2024-09,0.08122179719958145,0.18357354812609405
2024-11-01,2356,Taiwan,64685079000,10,2024,2024-10,0.14987739870514205,0.6010463456870299
2024-12-01,2356,Taiwan,60857602000,11,2024,2024-11,-0.05917094110683552,0.3787342009944268
2025-01-01,2356,Taiwan,72263615000,12,2024,2024-12,0.18742133480711254,0.6601458773892666
2025-02-01,2356,Taiwan,45841662000,1,2025,2025-01,-0.36563287070540273,0.03881338817845581
2025-03-01,2356,Taiwan,51670733000,2,2025,2025-02,0.12715662446968,0.40980975750770354
2025-04-01,2356,Taiwan,59521941000,3,2025,2025-03,0.15194690580449088,0.19699261792149603
2025-05-01,2356,Taiwan,62100043000,4,2025,2025-04,0.043313473261901825,0.2164995264078553
2025-06-01,2356,Taiwan,61203003000,5,2025,2025-05,-0.014445078564599423,0.1729142205402503
2025-07-01,2356,Taiwan,63274343000,6,2025,2025-06,0.03384376416954571,0.24236971402030982
2025-08-01,2356,Taiwan,54420542000,7,2025,2025-07,-0.13992718976157525,-0.020039788653391066
2025-09-01,2356,Taiwan,61304263000,8,2025,2025-08,0.1264912245820704,0.17829190230705816
2023-08-01,2375,Taiwan,412283000,7,2023,2023-07,,
2023-09-01,2375,Taiwan,411700000,8,2023,2023-08,-0.0014140772236546084,
2023-10-01,2375,Taiwan,430274000,9,2023,2023-09,0.04511537527325715,
2023-11-01,2375,Taiwan,374251000,10,2023,2023-10,-0.13020307989792546,
2023-12-01,2375,Taiwan,409985000,11,2023,2023-11,0.09548137479926577,
2024-01-01,2375,Taiwan,391708000,12,2023,2023-12,-0.04457967974438093,
2024-02-01,2375,Taiwan,424078000,1,2024,2024-01,0.08263808755501545,
2024-03-01,2375,Taiwan,317708000,2,2024,2024-02,-0.2508264988987875,
2024-04-01,2375,Taiwan,423982000,3,2024,2024-03,0.3345021214448487,
2024-05-01,2375,Taiwan,488677000,4,2024,2024-04,0.15258902500577864,
2024-06-01,2375,Taiwan,489456000,5,2024,2024-05,0.0015940999883359286,
2024-07-01,2375,Taiwan,472955000,6,2024,2024-06,-0.03371293844594814,
2024-08-01,2375,Taiwan,453342000,7,2024,2024-07,-0.041469061538624175,0.09958935973590965
2024-09-01,2375,Taiwan,453199000,8,2024,2024-08,-0.00031543514609277956,0.10079912557687631
2024-10-01,2375,Taiwan,473833000,9,2024,2024-09,0.04552966798249769,0.1012354918028977
2024-11-01,2375,Taiwan,409006000,10,2024,2024-10,-0.13681402519453056,0.09286548332536193
2024-12-01,2375,Taiwan,423880000,11,2024,2024-11,0.03636621467655732,0.03389148383477436
2025-01-01,2375,Taiwan,433852000,12,2024,2024-12,0.023525526092290194,0.10759034791222022
2025-02-01,2375,Taiwan,427698000,1,2025,2025-01,-0.01418456063358009,0.008536165516720873
2025-03-01,2375,Taiwan,385616000,2,2025,2025-02,-0.0983918559357303,0.21374343737016388
2025-04-01,2375,Taiwan,481165000,3,2025,2025-03,0.24778276834986102,0.13487129170577994
2025-05-01,2375,Taiwan,530645000,4,2025,2025-04,0.1028337472592562,0.08588085790818889
2025-06-01,2375,Taiwan,486847000,5,2025,2025-05,-0.08253728952501205,-0.005330407636232826
2025-07-01,2375,Taiwan,458767000,6,2025,2025-06,-0.05767725794756873,-0.029998625662060907
2025-08-01,2375,Taiwan,450284000,7,2025,2025-07,-0.018490867913341646,-0.0067454592779844225
2025-09-01,2375,Taiwan,475169000,8,2025,2025-08,0.05526512156772179,0.04847760034775006
2023-08-01,2431,Taiwan,58044000,7,2023,2023-07,,
2023-09-01,2431,Taiwan,59277000,8,2023,2023-08,0.02124250568534225,
2023-10-01,2431,Taiwan,50269000,9,2023,2023-09,-0.15196450562612818,
2023-11-01,2431,Taiwan,53234000,10,2023,2023-10,0.0589826732180867,
2023-12-01,2431,Taiwan,34230000,11,2023,2023-11,-0.3569898936769733,
2024-01-01,2431,Taiwan,40817000,12,2023,2023-12,0.19243353783231076,
2024-02-01,2431,Taiwan,38343000,1,2024,2024-01,-0.06061199990200161,
2024-03-01,2431,Taiwan,33007000,2,2024,2024-02,-0.13916490624103484,
2024-04-01,2431,Taiwan,29177000,3,2024,2024-03,-0.11603599236525586,
2024-05-01,2431,Taiwan,26235000,4,2024,2024-04,-0.10083284779106827,
2024-06-01,2431,Taiwan,29945000,5,2024,2024-05,0.14141414141414144,
2024-07-01,2431,Taiwan,30488000,6,2024,2024-06,0.018133244281182126,
2024-08-01,2431,Taiwan,39483000,7,2024,2024-07,0.2950341117816846,-0.3197746537109779
2024-09-01,2431,Taiwan,31490000,8,2024,2024-08,-0.20244155712585166,-0.46876528839178766
2024-10-01,2431,Taiwan,41369000,9,2024,2024-09,0.31371864083836143,-0.17704748453321129
2024-11-01,2431,Taiwan,41408000,10,2024,2024-10,0.0009427348981121408,-0.22215125671563285
2024-12-01,2431,Taiwan,34285000,11,2024,2024-11,-0.17201989953632146,0.0016067776803974088
2025-01-01,2431,Taiwan,28532000,12,2024,2024-12,-0.1677993291526907,-0.30097753387069115
2025-02-01,2431,Taiwan,20842000,1,2025,2025-01,-0.269521940277583,-0.45643272566048565
2025-03-01,2431,Taiwan,43511000,2,2025,2025-02,1.0876595336340085,0.318235525797558
2025-04-01,2431,Taiwan,51534000,3,2025,2025-03,0.18439015421387706,0.7662542413544915
2025-05-01,2431,Taiwan,43020000,4,2025,2025-04,-0.1652113168005589,0.6397941680960548
2025-06-01,2431,Taiwan,35713000,5,2025,2025-05,-0.1698512319851232,0.19261980297211556
2025-07-01,2431,Taiwan,27628000,6,2025,2025-06,-0.22638814997339907,-0.0938073996326424
2025-08-01,2431,Taiwan,32515000,7,2025,2025-07,0.1768857680613869,-0.17648101714662
2025-09-01,2431,Taiwan,28820000,8,2025,2025-08,-0.11363985852683378,-0.0847888218482058
2023-08-01,2492,Taiwan,2878994000,7,2023,2023-07,,
2023-09-01,2492,Taiwan,2866961000,8,2023,2023-08,-0.004179584952243687,
2023-10-01,2492,Taiwan,2935063000,9,2023,2023-09,0.023754072692303785,
2023-11-01,2492,Taiwan,2725831000,10,2023,2023-10,-0.07128705584854567,
2023-12-01,2492,Taiwan,2807530000,11,2023,2023-11,0.029972144274535095,
2024-01-01,2492,Taiwan,2519566000,12,2023,2023-12,-0.10256844984737479,
2024-02-01,2492,Taiwan,2975688000,1,2024,2024-01,0.1810319713791979,
2024-03-01,2492,Taiwan,2348804000,2,2024,2024-02,-0.210668591599657,
2024-04-01,2492,Taiwan,2829125000,3,2024,2024-03,0.20449599029974408,
2024-05-01,2492,Taiwan,3005965000,4,2024,2024-04,0.0625069588653735,
2024-06-01,2492,Taiwan,3007412000,5,2024,2024-05,0.00048137619699506473,
2024-07-01,2492,Taiwan,2851405000,6,2024,2024-06,-0.05187416955176083,
2024-08-01,2492,Taiwan,3128959000,7,2024,2024-07,0.09733938181352708,0.0868237307892965
2024-09-01,2492,Taiwan,3076398000,8,2024,2024-08,-0.01679823864742236,0.0730519180414384
2024-10-01,2492,Taiwan,3182121000,9,2024,2024-09,0.034365839530515974,0.08417468381428272
2024-11-01,2492,Taiwan,2772231000,10,2024,2024-10,-0.1288103123671287,0.017022331905389487
2024-12-01,2492,Taiwan,2869217000,11,2024,2024-11,0.034984819086143926,0.021971982489946695
2025-01-01,2492,Taiwan,2685318000,12,2024,2024-12,-0.06409379283616401,0.06578593297417101
2025-02-01,2492,Taiwan,2894858000,1,2025,2025-01,0.07803172659625424,-0.027163466062302244
2025-03-01,2492,Taiwan,2777229000,2,2025,2025-02,-0.04063377201921481,0.18240134127836982
2025-04-01,2492,Taiwan,3062399000,3,2025,2025-03,0.10268148575432567,0.08245446913798427
2025-05-01,2492,Taiwan,3193018000,4,2025,2025-04,0.04265250870314419,0.062227271441949616
2025-06-01,2492,Taiwan,3176437000,5,2025,2025-05,-0.005192892742853283,0.056202808261721415
2025-07-01,2492,Taiwan,3147542000,6,2025,2025-06,-0.009096670262939255,0.10385651985600086
2025-08-01,2492,Taiwan,3130662000,7,2025,2025-07,-0.005362914934892049,0.0005442704746210225
2025-09-01,2492,Taiwan,3139068000,8,2025,2025-08,0.002685055109749923,0.020371226349776617
2023-08-01,2753,Taiwan,639927000,7,2023,2023-07,,
2023-09-01,2753,Taiwan,670145000,8,2023,2023-08,0.047221011146583836,
2023-10-01,2753,Taiwan,615167000,9,2023,2023-09,-0.08203896171724034,
2023-11-01,2753,Taiwan,656274000,10,2023,2023-10,0.06682250510836885,
2023-12-01,2753,Taiwan,621649000,11,2023,2023-11,-0.05275997525423837,
2024-01-01,2753,Taiwan,638782000,12,2023,2023-12,0.02756056874538526,
2024-02-01,2753,Taiwan,683379000,1,2024,2024-01,0.06981568046688857,
2024-03-01,2753,Taiwan,589840000,2,2024,2024-02,-0.13687719406068966,
2024-04-01,2753,Taiwan,654188000,3,2024,2024-03,0.10909399159093991,
2024-05-01,2753,Taiwan,610424000,4,2024,2024-04,-0.06689820051728246,
2024-06-01,2753,Taiwan,651705000,5,2024,2024-05,0.06762676434740444,
2024-07-01,2753,Taiwan,651990000,6,2024,2024-06,0.00043731442907457563,
2024-08-01,2753,Taiwan,687904000,7,2024,2024-07,0.05508366692740685,0.07497261406379163
2024-09-01,2753,Taiwan,690783000,8,2024,2024-08,0.004185177001442053,0.03079632019935974
2024-10-01,2753,Taiwan,671862000,9,2024,2024-09,-0.027390656689582737,0.09216196577514713
2024-11-01,2753,Taiwan,705435000,10,2024,2024-10,0.04997008314207374,0.07490926046133173
2024-12-01,2753,Taiwan,687739000,11,2024,2024-11,-0.025085231098541994,0.10631401321324407
2025-01-01,2753,Taiwan,742738000,12,2024,2024-12,0.07997074471565524,0.16274096640168323
2025-02-01,2753,Taiwan,715856000,1,2025,2025-01,-0.03619311251073731,0.04752414106959679
2025-03-01,2753,Taiwan,703320000,2,2025,2025-02,-0.01751190183500595,0.19239115692391162
2025-04-01,2753,Taiwan,758173000,3,2025,2025-03,0.07799152590570446,0.15895277810048491
2025-05-01,2753,Taiwan,705278000,4,2025,2025-04,-0.06976639896171455,0.1553903516244446
2025-06-01,2753,Taiwan,706117000,5,2025,2025-05,0.0011896018307675504,0.08349176391158575
2025-07-01,2753,Taiwan,696372000,6,2025,2025-06,-0.013800829041079599,0.0680715961901257
2025-08-01,2753,Taiwan,730407000,7,2025,2025-07,0.048874739363443664,0.06178623761455082
2025-09-01,2753,Taiwan,750693000,8,2025,2025-08,0.027773556387055365,0.08672766990502079
2023-08-01,2812,Taiwan,1563728000,7,2023,2023-07,,
2023-09-01,2812,Taiwan,1539817000,8,2023,2023-08,-0.015291022479612781,
2023-10-01,2812,Taiwan,1338337000,9,2023,2023-09,-0.13084671749954702,
2023-11-01,2812,Taiwan,1353282000,10,2023,2023-10,0.011166843627576695,
2023-12-01,2812,Taiwan,1486123000,11,2023,2023-11,0.09816209777415197,
2024-01-01,2812,Taiwan,1682914000,12,2023,2023-12,0.1324190527971103,
2024-02-01,2812,Taiwan,1571740000,1,2024,2024-01,-0.06606041663448048,
2024-03-01,2812,Taiwan,1494091000,2,2024,2024-02,-0.04940320918218022,
2024-04-01,2812,Taiwan,1582342000,3,2024,2024-03,0.05906668335462828,
2024-05-01,2812,Taiwan,1546953000,4,2024,2024-04,-0.022364950181439913,
2024-06-01,2812,Taiwan,1544746000,5,2024,2024-05,-0.0014266755357144056,
2024-07-01,2812,Taiwan,1785757000,6,2024,2024-06,0.15601982461841613,
2024-08-01,2812,Taiwan,1737789000,7,2024,2024-07,-0.026861437474415606,0.11131155802032078
2024-09-01,2812,Taiwan,1665890000,8,2024,2024-08,-0.04137383767534497,0.08187531375481627
2024-10-01,2812,Taiwan,1473000000,9,2024,2024-09,-0.11578795718804968,0.10061964960992631
2024-11-01,2812,Taiwan,1614678000,10,2024,2024-10,0.09618329938900194,0.19315708034245627
2024-12-01,2812,Taiwan,1569927000,11,2024,2024-11,-0.02771512338683002,0.0563910255073099
2025-01-01,2812,Taiwan,1625226000,12,2024,2024-12,0.03522393079423436,-0.034278638124110916
2025-02-01,2812,Taiwan,1757813000,1,2025,2025-01,0.08158065401365722,0.11838662883174056
2025-03-01,2812,Taiwan,1626913000,2,2025,2025-02,-0.07446753437367915,0.08889819964111956
2025-04-01,2812,Taiwan,1612863000,3,2025,2025-03,-0.008635987296186087,0.019288497682548922
2025-05-01,2812,Taiwan,1414676000,4,2025,2025-04,-0.12287900460237478,-0.08550809235962564
2025-06-01,2812,Taiwan,1529294000,5,2025,2025-05,0.08102067187115636,-0.010002938994501331
2025-07-01,2812,Taiwan,1661522000,6,2025,2025-06,0.0864634269146416,-0.06956993588713356
2025-08-01,2812,Taiwan,1802030000,7,2025,2025-07,0.08456583782820815,0.03696708863964493
2025-09-01,2812,Taiwan,1941260000,8,2025,2025-08,0.07726286465819099,0.16529902934767593
2023-08-01,2832,Taiwan,589717000,7,2023,2023-07,,
2023-09-01,2832,Taiwan,587636000,8,2023,2023-08,-0.003528811277273669,
2023-10-01,2832,Taiwan,547977000,9,2023,2023-09,-0.06748905785213977,
2023-11-01,2832,Taiwan,561873000,10,2023,2023-10,0.02535872855977539,
2023-12-01,2832,Taiwan,554486000,11,2023,2023-11,-0.013147099077549518,
2024-01-01,2832,Taiwan,549435000,12,2023,2023-12,-0.00910933729616259,
2024-02-01,2832,Taiwan,618105000,1,2024,2024-01,0.1249829370171176,
2024-03-01,2832,Taiwan,607835000,2,2024,2024-02,-0.016615299989483967,
2024-04-01,2832,Taiwan,640333000,3,2024,2024-03,0.053465167356272714,
2024-05-01,2832,Taiwan,545224000,4,2024,2024-04,-0.14853053020850093,
2024-06-01,2832,Taiwan,583115000,5,2024,2024-05,0.06949620706351878,
2024-07-01,2832,Taiwan,691707000,6,2024,2024-06,0.18622741654733632,
2024-08-01,2832,Taiwan,740756000,7,2024,2024-07,0.07091008186992465,0.25612115641909594
2024-09-01,2832,Taiwan,579793000,8,2024,2024-08,-0.21729557371118158,-0.013346697615530756
2024-10-01,2832,Taiwan,615067000,9,2024,2024-09,0.06083895459241484,0.12243214587473572
2024-11-01,2832,Taiwan,569449000,10,2024,2024-10,-0.07416752971627483,0.013483474023489261
2024-12-01,2832,Taiwan,609922000,11,2024,2024-11,0.07107396799362187,0.09997727625224084
2025-01-01,2832,Taiwan,552421000,12,2024,2024-12,-0.0942759893888071,0.005434673801268497
2025-02-01,2832,Taiwan,603311000,1,2025,2025-01,0.0921217694475771,-0.023934444794978194
